curso_titulo;curso_slug;curso_descricao;modulo_titulo;modulo_ordem;aula_ordem;aula_titulo;aula_subtitulo;video_url;video_tipo;aula_descricao;materiais
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Conhecendo O Judiciario E As Premissas Para A Pericia Judicial;1;0;Por essa você não esperava!;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0e5b57e0-f5d5-4e89-b508-a342eb39f3da;panda;Baixe a apostila e os arquivos complementares para acompanhar o curso adequadamente!;Apostila Leitura e Interpretação Processual.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Conhecendo O Judiciario E As Premissas Para A Pericia Judicial;1;1;Estrutura do Poder Judiciário;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ffe3b903-83d2-452f-aafa-b6a4c2abdd95;panda;Como funciona o poder judicário e onde são julgados os processos.;
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Conhecendo O Judiciario E As Premissas Para A Pericia Judicial;1;2;Noções Processuais e Vocabulário Jurídico;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=82e2f08a-b10a-4005-8d45-c1e35217f574;panda;Nesta aula vamos entender um pouco sobre os principais temas dos documentos judiciais, bem como seu entendimento.;Glossário de termos jurídicos.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Tecnicas E Estrutura De Trabalho Para Os Calculos Judiciais;2;0;Caminhos e Técnicas para Interpretação Processual;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e5f90bd4-de6f-4a2b-916e-3781573b536f;panda;Interpretação judicial é técnica e experiência, conheça algumas dicas que vão facilitar seu caminho.;
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Tecnicas E Estrutura De Trabalho Para Os Calculos Judiciais;2;1;Passos para elaboração e apresentação dos cálculos judiciais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=acbd97db-be66-4d21-a639-1cac737e1e3b;panda;Cálculo judicial é uma arte e deve ser elaborado com organização e ordem.;
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Tecnicas E Estrutura De Trabalho Para Os Calculos Judiciais;2;2;Resumo e Ordem de Apresentação dos Cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ef140298-71d6-4d9f-ac29-f573ab7c4c06;panda;Nesta aula veremos qual a ordem correta da apresentação das peças dos cálculos e bem como as informações que devem sempre constar no resumo de nossos números.;Planilha modelo.zip
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Importancia E Montagem De Sinteses Processuais;3;0;(Exemplo 01) Leitura, Interpretação e Montagem de Síntese Processual;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=33b806b4-51e2-4a81-a5bc-cd286dedbcce;panda;Como elaborar uma síntese processual perfeita através da leitura e interpretação do processo.;Processo 01.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Importancia E Montagem De Sinteses Processuais;3;1;(Exemplo 02) Leitura, Interpretação e Montagem de Síntese Processual;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cd72deca-256b-46b5-842b-a8290b1ee656;panda;Leitura integral de uma decisão, para compreende como funcionar a escrita jurídica, bem como a ordem lógica da apresentação.;Processo 02.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Importancia E Montagem De Sinteses Processuais;3;2;Avaliação de conhecimento;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Olá, a ideia dessa avaliação é treinar nossa capacidade de análise processual e assertividade quanto aos itens do Processo (leitura e interpretação) e aquilo que realmente será importante para os cálculos judiciais. Temos três processos de diferentes matérias (cível, previdenciário e bancário), cujas decisões e textos são completamente distintos e por isso tão importante para nós.

Baixe os processo, leia atentamente cada um deles e concentre-se nas questões.

Boa sorte,

Confio em você!";"Processo cível.pdf; Processo previdenciário.pdf; Processo bancário.pdf"
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Passos Finais Do Dominio Da Leitura E Interpretacao;4;0;Prova Final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"A ideia principal desta prova é que você, através dos seus méritos de estudo e conhecimento adquirido ao longo dessas aulas, seja capaz de realizar aquilo que você buscou, que corresponde a leitura adequada de processos judiciais, interpretação assertiva e correta dos trechos decisórios e também a forma de apresentação dos cálculos, cujo objetivo deste último é fornecer ao leitor (seja o juiz ,advogado ou outras partes) completa transparência, lógica, entendimento e orientação acerca dos números por nós calculados.

Orgulhe-se por chegar até aqui, porque poucos Peritos dominam essa matéria e acabam tendo muita dificuldade ao atualizar valores e realizar cálculos mais simples, entretanto, por serem simples, muitas vezes deixam de estudar as orientações e juntam cálculos completamente inadequados. Perito que é PERITO tem o dever de conhecer os números que trabalha e ter completo domínio sobre os mesmos, assim, fazemos os números trabalhar para nós e não o contrário.

A prova consiste em um processo judiciais em que você deverá fazer a leitura integral, buscar das informações pertinentes ao cálculo e realizar a síntese processual, devendo observar todas as decisões (Sentença e acórdãos), devendo este documento, ser o nosso parâmetro para elaboração das contas, ou seja, aquele que vamos encaminhar para justiça.Para isso algumas observações: Leia atentamente o processo, uma, duas, quantas vezes por necessário para captara ideia do pedido, e aquilo que o juízo determina para o cálculo;

Depois de finalizar a leitura e a redação da síntese, você deve responder as questões a seguir.

Concentra e vai!!!!

Boa sorte, Marlos Henrique";Processo prova final.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Passos Finais Do Dominio Da Leitura E Interpretacao;4;1;Resolução da prova final;;;;Veja o arquivo em anexo como eu fiz a minha síntese processual desta prova.;Síntese processual da prova.pdf
Leitura e interpretação de processos judiciais para cálculos;leitura-e-interpretacao-de-processos-judiciais-para-calculo;;Passos Finais Do Dominio Da Leitura E Interpretacao;4;2;Encerramento e reflexão da importância do curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=733d26ed-6cc9-46c9-9294-48006fcd048c;panda;"Que tal?!!?

Parabéns por ter concluído com êxito essa etapa tão importante dos cálculos... sem ela não iremos a lugar nenhum, ou melhor, iremos para o ""buraco"". Tenha sempre a convicção de que a leitura é fundamental para os cálculos e deve ser feita com muita atenção e zelo.

Agora que você já conseguiu a nota mínima (que não é pouca) para passar pela prova final, disponibilizo a você meu arquivo de síntese para ter uma ideia de como deve ser seu trabalho de reunir todas as informações processuais em um único documento, de forma segura e confiável!

Parabéns e vamos em frente!

Antes de completar esta aula

Estou compartilhando um link onde deixei vários processos de diferentes discussões para que você possa treinar ainda mais tua habilidade de interpretar e ler um processo judicial.

https://drive.google.com/drive/folders/1Uva6eO4itKGNVqVrb5sMMaAyZopof7OE?usp=sharing

Acredito que você!";Modelo de síntese processual.doc
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;0;Aprendendo sobre formatos numéricos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c4a0ad6a-6794-4869-ac9c-33c702d7336f;panda;Nessa aula você entenderá os formatos numéricos que o Excel disponibiliza, compreendendo diferenças importantes entre os formatos Moeda e Contábil, bem como, as variações do formato Número e a utilidade do formato Geral.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;1;Formatos de data e hora;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=01f393b2-5c91-4114-82d5-6e5a578f4fe5;panda;Nessa aula vamos falar sobre os formatos de Data e Hora, vamos entender sobre como o Excel interpreta Datas e como você pode lidar com problema nos cálculos com hora.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;2;Formato de Porcentagem;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b4026c58-8e42-4c84-b2e6-780ab22a11e5;panda;Nessa aula falaremos sobre o formato porcentagem e aprenderemos como tratar o problema da conversão decimal para porcentagem.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;3;Formatos Fração e Científico;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=277cfc57-7997-42c5-839d-fb232e36b24e;panda;Os formatos fração e científico são pouco utilizados do dia-a-dia, mas é importante você saber lidar com eles para corrigir problemas futuros, veremos isso nessa aula.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;4;Formatos Especiais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=936ed8ce-5a12-44b4-9c0e-bba7a00f3071;panda;Nessa aula veremos modelos úteis e inúteis do formato especial.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Sobre Os Formatos De Excel;1;5;Criar Formatos Personalizados;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b5f53bd6-27cf-4aa1-9ffa-46c1311df41c;panda;Nessa aula conheceremos as possibilidades de formatos personalizados do Excel. Você perceberá que podemos facilmente criar formatos personalizados respeitando as máscaras necessárias.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Os Operadores Do Excel;2;0;Operadores Aritméticos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f3828953-4e03-4288-b5dc-740743cd8dca;panda;Nesta aula você aprenderá a realizar cálculos no Excel. Falaremos sobre a ordem dos operadores, bem como, cálculos com porcentagem.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Os Operadores Do Excel;2;1;Operador de Texto;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=1cc981c8-b0bf-4c8b-825c-b7dde1362815;panda;Nessa aula você vai aprender a lidar com o operador de texto.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Os Operadores Do Excel;2;2;Operadores de Comparação;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ae3fcb89-31cf-46cc-9c77-c187f0912599;panda;Entender sobre o uso desses operadores é muito importante para as aulas sobre funções de lógica. Aprenderemos a fazer perguntas ao Excel.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Os Operadores Do Excel;2;3;Operadores de Referência;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c6bee181-803a-4c1e-818c-5403d7476d52;panda;Nessa aula falaremos sobre a importância dos operadores de referência na construções de funções.;
Excel Básico ao Avançado;excel-para-caculo;;Entrando No Mundo Das Funcoes;3;0;Conhecendo Função;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c727154e-911b-4e29-bff5-2022bf0fab75;panda;Antes de falarmos sobre funções em um nível mais avançado precisamos entender as lógicas e etapas na criação de funções e é isso que veremos nessa aula.;
Excel Básico ao Avançado;excel-para-caculo;;Entrando No Mundo Das Funcoes;3;1;Funções Básicas;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=edd2b477-3a29-4aa4-9115-175382bca51e;panda;Vamos aos primeiros passos com funções! Nessa aula veremos funções básicas e a forma de trabalhar com diferentes intervalos.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;0;Conhecendo as Funções de Data mais Importantes;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0321d336-1a94-415c-9057-bd376647daac;panda;Agora que você já começou a trabalhar com funções vamos avançar! Nessa aula veremos as principais funções de Data e também como trabalhar com mais de um parâmetro nas funções.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;1;Conhecendo e Exercitando Funções de Texto;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2ed17312-0c2a-40b7-8553-fba8f866171b;panda;"Chegamos as funções de Texto! Trabalhar com função de Texto pode ser um bom quebra cabeças, ótimo para construção de raciocínio lógico.

Não perca e não deixe de fazer os exercícios!";
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;2;Primeiro contato com função SE;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cc7ee488-2c77-439e-b112-04c19499bd5b;panda;Chegamos a aula da principal função de lógica do Excel! Nessa aula vamos falar de função SE, você vai aprender a trabalhar com lógica no Excel... Lembro que esse é apenas o primeiro passo, teremos mais duas aulas com essa função e mais uma com a função SES.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;3;Função SE com duas ou mais condicionais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7028cd34-d2f2-4fe1-a9c0-7088402c1aa9;panda;Muito bem! Nessa aula vamos falar de função SE em um cenário mais avançado. Vamos aprender a trabalhar com essa função de forma agregada, aprendendo a trabalhar com mais de uma função SE ao mesmo tempo.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;4;Função SE com E e OU;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e7fecbc9-5c17-435f-976d-cd2f3398e784;panda;Agora chegamos ao cenário mais avançado! Você vai aprender a usar as funções E e OU junto com a função SE e isso abrirá muitas possibilidades de aplicação no seu dia-a-dia.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Data Texto E Logica;4;5;Conhecendo a Função SES;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=95bf3f8f-37b1-42a0-9fbf-91b8026baf95;panda;"A função SES foi criada na versão 2013 do Excel e veio para facilitar os trabalhos com função SE agregada.

O exemplo aplicado nesta aula mostra como isso acontece.";
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;0;Funções CONT.SES e SOMASES;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b5cbdf05-d684-4620-acba-8a85a594cf14;panda;"Essa aula é um pouco mais longa... Mas não deixe de assistir! Fique muito atento, as funções CONT.SES e SOMASES são muito importantes no nosso aprendizado! Além das funções, nessa aula você aprenderá a usar cifrão nas funções, para ""congelar"" os parâmetros.";
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;1;Entendendo PROCV;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=1c11bab2-ebca-4f56-afea-03b597c6ce57;panda;Chegamos a função mais esperada nos treinamentos! A Função PROCV é sim, muito útil e vamos ver isso nessa aula... Não perca!;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;2;Como usar PROCH e PROCH com CORRESP;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7fc6998b-9ab0-4e99-905b-9d304c3f997e;panda;Ta aí uma boa combinação! Nessa aula você vai conhecer a função PROCH e perceber que podemos resolver grandes problemas combinando-a com a função CORRESP.;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;3;Por que usar ÍNDICE com CORRESP;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2489a382-230c-40b5-bd86-e49946283baa;panda;"Chegamos a combinação perfeita! Muitas pessoas deixam de usar PROCV para trabalhar com essa combinação de funções.

Nessa aula você vai entender o porque e quando utilizar essa combinação de funções.";
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;4;Conhecendo a novidade, PROCX;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6b07dba2-2a1c-4d76-bb5c-d28d242a1d9c;panda;"Chegou a novidade! A função PROCX veio para revolucionar!

Não perca essa aula e fique por dentro das novidades do Excel.";
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;5;Aprendendo a usar a Função DESLOC;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0b7de84f-52b9-486f-b120-ff504bb604e8;panda;;
Excel Básico ao Avançado;excel-para-caculo;;Funcoes De Matematica Procura E Referencia;5;6;Conhecendo a Função INDIRETO;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2b01fb7d-1d50-4c59-af8d-c1bc2f5021cb;panda;Chegamos a última aula deste Módulo. A função Indireto é muito interessante para resolver problemas de intervalos variáveis e nessa aula você vai entender muito bem isso!;
Excel Básico ao Avançado;excel-para-caculo;;Ferramentas Importantes Do Excel;6;0;Classificação e Filtro;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ae74ac68-08e4-4df9-8387-122297c4d6c3;panda;As ferramentas Classificar e Filtro são de nível iniciante, porém muito importantes! Caso utilize pouco essas ferramentas ou tenha dúvidas de como funcionam, não perca essa aula.;
Excel Básico ao Avançado;excel-para-caculo;;Ferramentas Importantes Do Excel;6;1;Congelar Painéis;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=33ea2d0e-8232-422f-bce3-11a847181ce0;panda;A ferramenta Congelar Painéis é muito útil no uso de relatório extensos, no qual cabeçalhos saem da tela ao rolar para baixo, mas é importante que você saiba que essa ferramenta vai além disso! É o que vamos ver nessa aula...;
Excel Básico ao Avançado;excel-para-caculo;;Ferramentas Importantes Do Excel;6;2;Agrupadores;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9bd77a1d-b006-4755-8106-60f99d50c4eb;panda;Essa ferramenta pode ser utilizada para substituir o hábito que algumas pessoas tem de ocultar linhas e colunas. Veja como fazer isso!;
Excel Básico ao Avançado;excel-para-caculo;;Ferramentas Importantes Do Excel;6;3;Conhecendo a ferramenta Tabela;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=de74ecf9-889d-4d68-8337-93fbeba97523;panda;Ferramenta muito interessante e pouco utilizada... Veja o que podemos fazer com essa ferramenta.;
Excel Básico ao Avançado;excel-para-caculo;;Dominando A Tabela Dinamica;7;0;Conhecendo Tabela Dinâmica;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=bce77ee9-63a6-444a-a1f4-fd516469bada;panda;Chegamos a principal ferramenta do Excel!! Nessa aula você aprenderá a criar tabelas dinâmicas, entendendo como funciona cada campo e o melhor que podemos extrair de cada um deles.;
Excel Básico ao Avançado;excel-para-caculo;;Dominando A Tabela Dinamica;7;1;Criando Campo Calculado;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=8fa2487e-3653-4d54-82fa-5393877b3904;panda;O assunto fica mais avançado agora! Você vai aprender a criar colunas utilizando cálculos e funções diretamente na Tabela Dinâmica, isso tornará seu trabalho mais eficiente. Não perca essa aula!;
Excel Básico ao Avançado;excel-para-caculo;;Dominando A Tabela Dinamica;7;3;Dominando Segmentação de Dados;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6ca68769-4ae0-4e61-bd02-b02a9a020e16;panda;Essa ferramenta foi a grande evolução da Tabela Dinâmica! Segmentação de Tabela dinâmica é muito interessante e irá mudar a cara dos seus relatórios e dashboard.;
Excel Básico ao Avançado;excel-para-caculo;;Dominando A Tabela Dinamica;7;4;Linha do Tempo, vantagens e desvantagens;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7177e575-b090-4adc-9727-5fbbbeb25f3e;panda;A ferramenta Linha do Tempo é utilizada para segmentar dados de data, tem vantagens e desvantagens... Nessa aula veremos como lidar com esta ferramenta e compararemos com a Segmentação de Dados.;
Excel Básico ao Avançado;excel-para-caculo;;Conhecendo Macro;8;0;Como gravar Macro;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=a04731aa-6d17-4c4d-96ef-14da602fb425;panda;Chegamos a última ferramenta do nosso treinamento. Nessa aula você aprenderá a utilizar a ferramenta Macro para automatizar rotinas no Excel.;
Excel Básico ao Avançado;excel-para-caculo;;Aula Extra;9;0;Aprendendo a usar Cifrão;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3b8da233-6d17-4c34-996a-c2d18b90d125;panda;Esta aula sobre Cifrão está disponível na aula sobre CONT.SES e SOMASES.;
Excel Básico ao Avançado;excel-para-caculo;;Aula Extra;9;1;Filtro Avançado com Macro;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c3eb1249-1cec-4b89-8073-15280f6eb10e;panda;Como prometido na aula de Macro estou disponibilizando a aula sobre Filtro Avançado com Macro, você vai perceber que é uma combinação perfeita!;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;0;Boas vindas ao curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f836f09e-9c02-4b24-8848-92b1582f4f61;panda;Seja bem vindo(a) ao curso de atualização monetária. Prepare-se para a transformação!;"Apostila Construção de Tabelas de Atualização Monetária.pdf; Históricos de indicadores inflacionários.zip"
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;1;Conceito e tratamento jurídico da atualização monetária;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2761d5ab-8382-4ce6-a563-c7b181664e69;panda;Qual o papel da atualização monetária nos cálculos e qual o entendimento do judiciário sobre o tema.;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;2;Principais indicadores e padrões monetários no tempo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9350eee9-2233-4cf9-9b98-3c0d4539b7ee;panda;Quais são os principais critérios de atualização e como funcionam através do tempo.;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;3;Calculando porcentagens e índices;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cc7b25a4-c065-4141-9524-798e86d2e457;panda;O primeiro passo a montagem da estrutura começa agora.;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;4;Montando a tabela de atualização monetária;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=73c56777-be88-4409-a7c3-d4dcb646902e;panda;Guia passo a passo para montagem de qualquer planilha de atualização monetária.;"Histórico IGP-DI.pdf; Histórico IGP-M.pdf; Histórico INPC.pdf; Histórico INPC a partir de 1990.pdf; Histórico IPCA.pdf; Histórico IPCA-e.pdf; Histórico Taxa Referencial (TR).pdf"
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;5;Avaliação de conhecimento I;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Agora vai começar os testes... você precisa ir muito bem para seguir em frente! Concentre-se...;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;7;Montando a tabela com ORTN, OTN e BTN;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=5bf8f801-8c33-40b5-9906-b3bfc960463e;panda;Essa é uma aula fundamental para quem for construir tabela de valores mais antigos, porque antigamente os índices de inflação eram divulgados considerando um valor monetário e não em percentual. Preste bastante atenção!;Planilha de Atualização usando ORTN e OTN.xlsx
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;8;Usando as atualizações de forma automática no cálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=be92d3ec-5c31-468f-a097-9915df292ca6;panda;Agora é onde a mágica acontece. Veja na aula como deixar os indicadores automáticos no seu cálculo.;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;9;Avaliação de conhecimento II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;O que era bom agora vai ser melhor... prepare-se!;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;10;Resolução da Avaliação II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=37738155-7076-4618-9a50-ebd58ec28713;panda;Acompanhe comigo a resolução das questões da avaliação II.;
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;11;Prova final;;;;"Este é um momento muito importante na sua formação, cujo objetivo é fazer você responder as dúvidas que o(a) motivaram a fazer esse curso, ou seja, criar sua própria tabela de correção monetária, legal isso não?!? É um baita conhecimento e um salto muito qualitativo no desenvolvimento do seu trabalho e fico sempre muito feliz por ter chegado até aqui com dedicação, concentração e acima de tudo com o cérebro mais afiado nos cálculos.

Criar uma planilha em Excel, contendo uma coluna mês e ano, variação mensal em %, variação mensal índice e índice acumulado;

– O indicador a utilizar é o IPCA-e conforme arquivo abaixo;

- Lembre-se de usar a variação % do mês anterior;

– O primeiro mês de nossa planilha o índice acumulado é sempre 1 ou use a fórmula PROCV;

– Atente-se quanto as alterações da moeda em 08/1993 e 07/1994.

Monte a tabela até o mês atual e só depois de início a elaboração da prova.";IPCA-e - Prova Final Atualização Monetária.pdf
Aprenda a construir qualquer tabela de atualização monetária;aprenda-a-construir-qualquer-tabela-de-atualizacao-monetaria;;Modulo Principal;1;12;Encerramento;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=98d6c30e-e039-444b-9fd8-0b026e4459ff;panda;Um ciclo de aprendizado se encerra aqui e uma porta gigante de oportunidades se abre a partir de agora...;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;0;Olá, prazer! Sou o Excel seu nome melhor amigo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4bbd7bc6-ffda-4208-8a54-653924f712e6;panda;Sim... é exatamente isso. O Excel a partir de agora é o teu melhor amigo, acostume-se a isso.;Apostila Excel para Cálculos Judiciais.pdf
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;1;Conhecimentos iniciais importantes na perícia judicial;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=fde8c516-a4b1-4e5f-a3d9-bf2df004974e;panda;Começamos nossa jornada por aqui. Primeiro contato com Excel na perícia.;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;2;Conhecendo os erros do Excel e como consertá-los;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b61adc38-5166-4032-9c22-c7c93d7d8cae;panda;Não se assuste, pois os erros vão aparecer sempre na planilha.. calma que tudo tem jeito!;
Excel para cálculos judiciais;excel-para-calculos-judiciais;;Excel Para Calculos Judiciais;1;3;Elaborando alguns cálculos e premissas de formatação;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=819cb4c7-b0b2-471b-ae74-a0712011bbdd;panda;Entender as formações nas diversas seções de cálculo é muito importante para evitar o retrabalho.;
