curso_titulo;curso_slug;curso_descricao;modulo_titulo;modulo_ordem;aula_ordem;aula_titulo;aula_subtitulo;video_url;video_tipo;aula_descricao;materiais
Cálculos revisionais de Financiamento e Empréstimos;calculos-revisionais-de-financiamento-e-emprestimos;;Calculos Das Principais Revisoes Judiciais;4;4;Desafio resolvido;;;;Agora que você já passou, então pode ver;Calculo Desafio (Resolvido).pdf
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;0;Importância dos cálculos de cheque especial;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9e1b6b7b-598f-4302-884f-a7937307c741;panda;Seja bem vindo a este curso fantástico!;"Apostila Cálculos Bancários - Cheque Especial.pdf; Revisões Bancárias e Decisões do STJ.doc"
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;1;Analisando o contrato bancário e montando a síntese contratual;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=d01fbded-ad05-4bab-85cf-f45ec310425f;panda;Esse é o ponto de partida de qualquer cálculo revisional bancário.;"Exemplo de Contrato - Cheque Especial.pdf; Modelo de Síntese Contratual - Cheque Especial.pdf"
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;2;Descobrindo a taxa de juros cobrada pelas instituições financeiras;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=db8a096b-df59-462e-bc7f-6dd9ddc6f775;panda;Aqui começamos toda a parte lógica e complexa dos cálculos de cheque especial. Preste bastante atenção!;
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;3;Avaliaçao de conhecimento I;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Pronto para o primeiro desafio? Então vamos lá!

A avaliação baseia-se na fixação do conteúdo ou seja, calcular a taxa efetivamente cobrada pela instituição financeira pelos mesmos métodos que estudamos em aula. A ideia é você baixar a planilha que está em anexo a esta prova e nos campos que estão sinalizados com a cor “ROXA” preencher corretamente as informações e apresentar mês a mês a taxa de juros cobrada pela instituição financeira no ano de 2010.

Lembre-se que não é um exercício qualquer e será avaliado tudo que você fizer e/ou deixar de fazer, então concentre-se e empregue toda sua energia para fazer o melhor que pode, como se estivesse entregando o trabalho para o Juiz.Confira quantas vezes achar necessário antes de responder as perguntas a seguir.

O período de cálculos dos juros é sempre do primeiro dia do mês ao último dia. O melhor de tudo é que já pode aproveitar a planilha para ser seu modelo de cálculo de cheque especial, só depende de você.

Boa sorte.";Planilha de avaliação 01.zip
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;4;Aprendendo a recalcular o saldo da conta pelo critério JUROS SIMPLES;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9280ecf5-c691-4031-95b8-48ea584192e9;panda;Aqui vamos definir todos os parâmetros passo a passo para calcular os juros de forma simples.;
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;5;Veja a saldo devedor sem a incidência dos juros compostos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=6058a6f0-f151-4065-b9dd-6e95335a2b46;panda;Agora que aprendemos a fazer a evolução do saldo a juros simples, vamos analisar de perto como fica o saldo com esse critério.;
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;6;Determinando os parâmetros de juros para recálculo;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=07adfc05-dfc1-4d53-8be4-c54bba407964;panda;Nesta aula vamos descobrir quais os critérios que definirão nosso cálculo revisional.;
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;7;Montando a planilha das diferenças e formatando os resultados finais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2c67b98b-afdd-4c40-8a3f-d40fa5b6d206;panda;Chegou a hora de colocar a mão na massa!;
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;8;Avaliação de conhecimento II;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Legal, agora que demos mais este passo em nossa trilha de aprendizado e como você sabe meu objetivo nunca vai ser de facilitar para o teu lado, quero que realmente aprenda e para isso acontecer temos algumas etapas que devem ser cumpridas e realizadas com maestria… essa é uma delas.

Com base em tudo que aprendeu até agora, quero que você preencha a planilha da avaliação nas células que estão marcadas em “amarelo”. E a parte dos extratos voce deve usar o mesmo cálculo  que usou na avaliação 01. Veja os vídeos novamente, faça suas anotações nas aulas, concentra e faça o exercício praticamente de forma integral, lembrando que o período de cálculo dos juros é o mesmo já informado na “planilha A”.

AO FINAL DO SEU CÁLCULO EU PRECISO SABER QUAL O TOTAL DOS JUROS RECALCULADO (SIMPLES) NO PERÍODO E O NOVO SALDO DE CONTA CORRENTE.

Lembre-se de corrigir o exercício quantas vezes for necessário para garantir precisão e segurança nos números… considere como se fosse um cálculo a enviar ao juízo, faça desta avaliação algo realmente importante, e será!

Boa sorte,Marlos Henrique";Planilha de avaliação 02.zip
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;9;Redação de laudo pericial e apresentação dos cálculos;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cb62494f-67ce-4261-b5f5-5ec71d4b0f5e;panda;Importante trabalho é a redação do laudo, onde deve ficar claro as premissas, metodologias e formas de apuração dos números e conclusão.;Modelo de Laudo - Cheque Especial.doc
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;10;Sobre a Prova Final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Uhuuullll… estamos chegando ao fim, mas ainda com um grande desafio pela frente! como pode perceber os cálculos revisionais de cheque especial é de grande complexidade e extensão. Nesta fase final de nossa jornada vamos nos desafiar e realizar o cálculo completo do início ao fim, apresentando qual o valor a ser restituído ao Autor ou a ser pago para a Instituição Financeira. A ideia agora é que você faça tudo, sem nenhum auxílio meu, pelo menos agora nesta fase de elaboração de planilha e apresentação dos números.

AGORA VAMOS MODIFICAR UM POUCO NOSSA LINHA DE RACIOCÍNIO PARA TRAZER UM CÁLCULO EM QUE FOI DEFERIDO QUE O PARÂMETRO DE SALDO MÉDIO, PERCENTUAL E JUROS SEJAM CALCULADOS PELO NÚMERO DE DIAS ÚTEIS DENTRO DE CADA MÊS, EM QUE O TOMADOR DO EMPRÉSTIMO TENHA USADO O CHEQUE ESPECIAL. PRESTE BASTANTE ATENÇÃO NESTE TEXTO DO CONTRATO EXISTENTE EM MUITOS BANCOS.

“…Você pagará juros remuneratórios, sobre os valores que utilizar do LIS (limite). Após a contratação e até a primeira renovação do seu LIS, os juros remuneratórios corresponderão à taxa informada na Proposta de Abertura ou no comprovante de contratação. A cada renovação do crédito, você será informado por meio dos canais eletrônicos e do extrato de sua conta corrente da taxa de juros remuneratórios vigente, que substituirá a taxa informada na Proposta de Abertura ou no comprovante de contratação. Os juros remuneratórios serão aplicados mensalmente sobre a soma dos saldos devedores apurados em cada dia útil do mês, dividido pelo número de dias úteis daquele mês. Sobre o resultado, será aplicada a taxa de juros que 23848-5 (FL 1/4) CC 11/17 via única – Cliente corresponderá à taxa informada dividida por trinta e multiplicada pelo número de dias corridos do respectivo mês.

A cada mês, no dia escolhido por você na Proposta de Abertura ou comprovante de contratação, ocorrerá automaticamente o débito em sua conta-corrente para pagamento dos juros remuneratórios devidos. Será debitado também, no primeiro dia útil do mês subsequente ao de apuração dos juros remuneratórios.”

Veja o script do trabalho:

1. Lançar as datas durante todo o período do extrato considerando na evolução dos meses apenas os dias úteis de cada mês (extrato em anexo a prova);

1-1. Excluir feriados nacionais e segunda e terça de carnaval de 2015;

2. Lançar os saldos positivos e negativos nos dias úteis de cada mês;

3. Calcular o saldo médio do período de cada mês (primeiro ao último dia do mês ) pela soma dos saldos negativos nos dias úteis ;

4. O divisor agora será o número de dias úteis do período de cada mês. Este será o divisor para apurar a média do saldo devedor;

5. Com o valor dos juros lançados em conta corrente no mês seguinte, descobrir a taxa de juros efetivamente cobrada pela instituição referente ao mês anterior. Para o mês referente aos encargos 08/2015 colocar os juros cobrados no valor de R$ 131.218,28;

6. Fazer o recálculo da evolução do saldo devedor de forma “pura/simples” sem a inclusão dos juros;

7. Determinar o parâmetro de incidência dos juros no saldo de conta corrente puro;

8. Calcular os juros de forma simples durante todo o período;

9. Abater os juros cobrados em conta para que o saldo devedor seja PURO;

10. Para as taxas do recálculo vamos utilizar as informadas abaixo nos respectivos meses.

MÊS TAXA

08/2014 3,6827%

09/2014 3,5162%

10/2014 3,6665%

11/2014 3,6650%

12/2014 3,8402%

01/2015 3,7424%

02/2015 3,7551%

03/2015 3,7929%

04/2015 4,0013%

05/2015 4,0075%

06/2015 4,3452%

07/2015 4,1197%

08/2015 4,1951%

Lembre-se: A ideia é apresentar o cálculo em juízo, então faça o seu melhor, concentre-se porque vai precisar e capricha… não se esqueça que este conhecimento pode alavancar todos os seus sonhos, então o mínimo que pode fazer é o seu melhor. Crie toda a planilha do começo ao fim e me manda vê!

Boa sorte,

Marlos.";
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;11;Prova Final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;Só te digo uma coisa... se prepara!;"Contrato.pdf; Extratos prova.pdf"
Cálculos revisionais de Cheque Especial;calculos-revisionais-de-cheque-especial;;Modulo De Calculos;1;12;Resolução da prova final;;;;Depois da tempestade você pode olhar com calma a prova resolvida. Aproveite também para baixar um modelo de planilhas de cálculos de revisão do cheque especial.;"Resolução da Prova - Cheque Especial.pdf; Modelo Planilha Cheque especial.zip"
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Todos Os Criterios De Calculo Dos Financiamentos;1;0;Sobre o curso de revisão nos contratos de SFH;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3c4c0194-43d2-4394-8bf8-297b800647c1;panda;O que vamos ver neste curso...;"Apostila Cálculos Bancários - SFH.pdf; Cartilha de Crédito CEF.pdf; Coeficiente de Equiparação Salarial - CES.pdf; Plano de Equivalência Salarial - PES.pdf; Resolução 1980 do Banco Central.pdf; Modelo de Contrato Habitacional - Banco do Brasil.pdf; Manual de Crédito Banco do Brasil.pdf"
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Todos Os Criterios De Calculo Dos Financiamentos;1;1;Cálculo de evolução do contrato do SFH pelo método PRICE;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=11c941b8-9a97-4b32-8ae1-366d2fd91dcd;panda;Aprenda como os cálculos para esse tipo de contrato são realizados pelo método PRICE.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Todos Os Criterios De Calculo Dos Financiamentos;1;2;Evolução do financiamento SFH pelo método SAC;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7cbcab0a-3513-4c66-b5bc-55081b247f6e;panda;Como funciona o Sistema de Amortização Constante (SAC) nos contratos SFH.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Todos Os Criterios De Calculo Dos Financiamentos;1;3;Evolução do contrato SFH pelo método SAC a cada 12 meses;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=a78337da-df20-48be-b55e-35d2f535ed99;panda;Existe uma forma de cobrança pelo método SAC recalculado a cada 12 meses, muito utilizado pela CEF.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Todos Os Criterios De Calculo Dos Financiamentos;1;4;Recálculo do financiamento SFH pelo critério de juros lineares;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=425d4f9d-3b7d-48c7-985b-168af13b24ff;panda;Vamos recalcular o contrato pelo método de equivalência a juros simples e excluir a capitalização.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Conhecendo A Forma Correta De Amortizar Um Financiamento A Juros Simples;2;0;Conhecendo e calculando o método Equivalência a Juros Simples;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4c6603c0-97d3-47d6-bd5b-120d87677c4b;panda;Vamos aprender a calcular através dos juros simples.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Elaborando Calculo De Um Processo Real;3;0;Elaborando os cálculos de execução do processo judicial;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=94a82f49-d70d-49c6-8205-7bf558df68cc;panda;Agora partimos para elaboração dos cálculos seguindo fielmente o comando judicial.;"Síntese Processual - Curso SFH.pdf; Evolução do Saldo Devedor - Exemplo SFH.pdf; Contrato - Exemplo SFH.pdf; Coeficiente de Equiparação Salarial - Exemplo SFH.pdf"
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Elaborando Calculo De Um Processo Real;3;1;Cálculo das diferenças entre parcelas recalculadas e pagas;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7ba903fa-b16e-4fb4-a2f5-60f9c13ac5b3;panda;Agora vamos apurar as diferenças entre a parcela recalculada e as efetivamente pagas pelo mutuário.;Planilha de cálculo de execução - Modelo SFH.pdf
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Elaborando Calculo De Um Processo Real;3;2;Compensação dos valores cobrados indevidamente no saldo devedor;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=81a0a7f3-cc12-44d7-b32a-0e402c15b33e;panda;Outra possilidade de cálculo é a compensação de valores abatendo do saldo devedor.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Calculos De Ajuizamento E Suas Possibilidades;4;0;Entendendo as premissas para elaborar cálculos para ajuizamento;;;;Como elaborar cálculos para ajuizamento.;"Teses recentes do STJ.pdf; Coletânea de decisões judiciais bancárias.pdf"
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Calculos De Ajuizamento E Suas Possibilidades;4;1;Provas da capitalização de juros no método SAC;;;;Veja a comprovação da capitalização de juros no método SAC.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Calculos De Ajuizamento E Suas Possibilidades;4;2;Elaborando um cálculo revisional SFH para ajuizamento;;;;Saiba todos os fundamentos dos meus cálculos de ajuizamento.;
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Desafio Final;5;0;Prova final;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f8590fca-db2d-4abf-9367-8d8eb6f260ef;panda;"Agora é com você… lembre-se de que os cálculos não são tão simples, que vão demandar de você um alto nível de concentração e entendimento das matérias bancárias estudadas em todo plano de formação concentra e arrebenta!

Eu, sempre que preciso fazer um cálculo, penso o quanto está em jogo e o quanto eu preciso ser melhor a cada dia! Esse é o seu momento.

Boa sorte!

Marlos Henrique";"Apolice Seguros.pdf; Contrato pactuado.pdf; Evolucao e Pagamentos CEF.pdf; Planilha de Evolucao Teorica CEF.pdf"
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Desafio Final;5;1;Resolução da prova;;;;Baixe a planilha e veja exatamente como deve ser feito esse cálculo.;Resolução da Prova - SFH.pdf
Cálculos revisionais de Financiamento Habitacional (SFH);calculos-revisionais-de-financiamento-habitacional-sfh;;Desafio Final;5;2;Encerramento do curso;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=ccf92208-7ea5-4ca0-8c39-9a8a8f5c92da;panda;Uma conversa sobre nossos aprendizados e o caminho à frente!;Planilha de Cálculo - Revisão de contratos SFH.xls
Dominando as Execuções Bancárias;dominando-as-execucoes-bancarias;;Como O Perito Deve Trabalhar Nas Execucoes Bancarias;1;0;Qual o visão do perito em um processo de execução proposto pelo banco;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c5997b04-6972-4f9c-a70e-41fda3a22870;panda;Importante conhecimento do Perito Bancário!;Processo de Execução Bancária.pdf
Dominando as Execuções Bancárias;dominando-as-execucoes-bancarias;;Como O Perito Deve Trabalhar Nas Execucoes Bancarias;1;1;Analisando um processo de execução bancária;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=d48cee50-9a7e-4685-9c72-a2064b7ee8c8;panda;eja de perto como é um processo em que o banco executa um cliente.;
Dominando as Execuções Bancárias;dominando-as-execucoes-bancarias;;Como O Perito Deve Trabalhar Nas Execucoes Bancarias;1;2;Elaboração de síntese contratual em processos de execução bancária;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=c6e24869-30de-4d1b-8766-5e2cada92943;panda;A montagem da síntese do contrato é muito importante no trabalho pericial.;
Dominando as Execuções Bancárias;dominando-as-execucoes-bancarias;;Como O Perito Deve Trabalhar Nas Execucoes Bancarias;1;3;Definindo os parâmetros de cálculo e montando o trabalho revisional;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f977ed86-87c2-4534-aabe-8ca006265b80;panda;Agora e a hora de botar pra quebrar! Vamooossss....;
Dominando as Execuções Bancárias;dominando-as-execucoes-bancarias;;Como O Perito Deve Trabalhar Nas Execucoes Bancarias;1;4;Como calcular a quitação antecipada de contratos em processos de execução;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=7c92ec28-2ab3-4378-b57c-e10a55a884f9;panda;"Aprenda a elaborar os cálculos de quitação dos contratos bancários. Teste seus conhecimentos com os dois exemplos de contrato:

Contrato 01: Foram pagas 10 parcelas e antecipadas e o pagamento antecipado em 06/05/2016. O valor da quitação nesse data, mantendo a taxa de juros do contrato pelo método PRICE é R$ 156.004,98 e pelo critério de Juros Lineares, com uma taxa de juros de 1,77% a.m. e uma nova parcela de R$ 6.250,30, o valor do saldo antecipado é R$ 132.703,43.

Tenta lá! Boa sorte.";Exemplo de quitação.pdf
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;0;Conhecendo a tese e critérios periciais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=da22eaba-e9ef-4643-bc07-e899d718a92a;panda;Nesta aula vamos entender o que é o FIES e o que exatamente se discute nessas teses de cálculo.;"Apostila Recálculo de Contrato FIES.pdf; Cartilha do Estudante FIES.pdf"
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;1;Conhecendo o contrato de financiamento estudantil;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=98776976-1564-406d-a316-cb3af516c17a;panda;Como ler o contrato e quais são as principais informações para elaborar os cálculos.;"Modelo de Contrato FIES.pdf; Exemplo de decisão procedente revisional FIES.pdf"
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;2;Extrato de evolução do saldo devedor do contrato;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=8d5cfd09-a2d4-42e7-b31f-cbcfca20a5e6;panda;Agora, vamos analisar qual o documento base dos nossos cálculos judiciais.;Extrato de evolução saldo devedor FIES.pdf
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;3;Cálculo de evolução da fase de utilização;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=4dc8b7a7-c40d-41df-b1a1-f6dfb3ccfa4b;panda;null;
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;4;Preparando os cálculos da 01º fase de amortização;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=e7baf062-0629-4fb3-a584-379d340e5da3;panda;Conheça os princípios e forma de cálculo dessa 01º fase.;
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Conhecendo Os Calculos Conforme Instituicao Financeira;1;5;Elaborando os cálculo da fase de 02ª fase de amortização;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=f998dcaf-03b6-439f-8a0c-db527ecdcdd6;panda;Agora vamos aprender a calcular as parcelas finais do contrato FIES de acordo com a instituição financeira.;Exemplo de planilha de cálculo do Banco.pdf
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Recalculando O Contrato Com Exclusao Da Capitalizacao De Juros;2;2;Recálculo da fase de utilização e 01ª de amortização;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=901e9974-e020-4c2a-932e-f41ab0137929;panda;Recálculo dos juros na fase de utilização e 01ª de amortização;
Recálculo de contratos estudantis (FIES);recalculo-de-contratos-estudantis-fies;;Recalculando O Contrato Com Exclusao Da Capitalizacao De Juros;2;3;Recálculo da 02ª fase de amortização e números finais;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=2893284f-bf49-481e-a1d1-7498f206cb80;panda;Agora vamos ver as parcelas pelo critério de juros lineares, cálculo das diferenças e resumo com os valores finais do contrato.;Planilha Modelo FIES.zip
Aprenda a aplicar a TJLP nos contratos bancários;aprenda-a-aplicar-a-tjlp-nos-contratos-bancarios;;Modulo De Calculo E Conhecimento;1;0;Sobre o cálculo da TJLP e metodologia de apuração de valores;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0b7564f6-e3e7-49f3-88c4-444208f16d1e;panda;Contratos de grande valor e que podem alavancar teu negócio.;"Regulamento TJLP.pdf; Apostila TJLP.pdf; Histórico TJLP.pdf"
Aprenda a aplicar a TJLP nos contratos bancários;aprenda-a-aplicar-a-tjlp-nos-contratos-bancarios;;Modulo De Calculo E Conhecimento;1;1;Analisando e interpretando o contrato pela TJLP;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=60e131ba-3e24-49be-b610-57cba1e2dbf4;panda;Caso real da MH que servirá de base do aprendizado.;
Aprenda a aplicar a TJLP nos contratos bancários;aprenda-a-aplicar-a-tjlp-nos-contratos-bancarios;;Modulo De Calculo E Conhecimento;1;2;Elaborando os cálculos no período de carência;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=9fc8b38b-5305-4196-8971-363ddc4f440d;panda;A primeira parte do cálculo é a remuneração apenas sobre os juros sem o principal.;
Aprenda a aplicar a TJLP nos contratos bancários;aprenda-a-aplicar-a-tjlp-nos-contratos-bancarios;;Modulo De Calculo E Conhecimento;1;3;Elaborando os cálculos no período de amortização;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cac7e700-d48e-4d95-ace0-58b1a26c790c;panda;Agora para finalizar, vamos apurar os juros e atualização TJLP no contrato com amortizações.;Modelo Planilha de Cálculo - TJLP.xls
Como calcular o IOF nos contratos de financiamento;como-calcular-o-iof-nos-contratos-de-financiamento;;Importancia E Calculos Do Iof;1;0;Entendendo a importância do IOF nos contratos bancários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=3d979870-75ce-4145-847c-696c0f333143;panda;Não se deixe enganar, pois o IOF vai fazer o seu cálculo ganhar ainda mais autoridade.;"Instrução normativa 1969-2020.pdf; Lei 5143-1966.pdf"
Como calcular o IOF nos contratos de financiamento;como-calcular-o-iof-nos-contratos-de-financiamento;;Importancia E Calculos Do Iof;1;1;Construindo os cálculos do IOF em contratos bancários;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=078ae84b-ed4d-4d8d-8015-78124d5488c4;panda;Vamos para elaboração dos cálculos.;Planilha de Cálculo IOF.xls
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Conceitos Gerais Na Justica Do Trabalho;1;0;Apresentação do Programa de Formação em Cálculos Trabalhistas;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=cdb5ca10-3341-4a1a-8df1-98e3b6ce545f;panda;Falaremos um pouco sobre as expectativas do curso, o aprendizado que teremos e a estrutura de ensino dos cálculos trabalhistas, bem como a relevância da matéria.;Apostila Cálculos Trabalhistas - Programa I.pdf
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Conceitos Gerais Na Justica Do Trabalho;1;1;Importância dos Cálculos Trabalhistas e suas discussões;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b18d1ddf-c004-4033-aed7-cfe8584ab7f3;panda;Sempre iniciaremos nossos cursos com o estudo voltado para a conhecimento teórico, e nesse caso, estudaremos os conceitos e noções processuais na justiça do trabalho, fundamental para qualquer cálculo trabalhista.;"Legislação Súmula TST.pdf; Glossário de Termos Jurídicos.pdf; CLT.pdf; Tabela Atualização TST.pdf; Tabela RSR - Bancário.pdf; Tabela RSR - Não Bancário.pdf; Tabela de incidências.pdf"
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Conceitos Gerais Na Justica Do Trabalho;1;2;Noções processuais na justiça do trabalho;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=28d16bb1-99d0-47af-b5a1-6e2ce1dfcd1b;panda;Sempre iniciaremos nossos cursos com o estudo voltado para a conhecimento teórico, e nesse caso, estudaremos os conceitos e noções processuais na justiça do trabalho, fundamental para qualquer cálculo trabalhista.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Conceitos Gerais Na Justica Do Trabalho;1;3;Conceito de verbas trabalhistas e remuneração;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=b18d1ddf-c004-4033-aed7-cfe8584ab7f3;panda;Nesta aula estudaremos sobre as verbas trabalhistas (principal, acessória e reflexos) e remuneração, e como esse entendimento pode auxiliá-lo(a) nos cálculos.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Interpretacao Do Tempo E Prescricao;2;0;Interpretação do tempo e prescrição (Conceitos e orientações gerais);;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=41ee5e81-2e29-4540-8ec1-b3f7c290a507;panda;Importantíssimo sabermos analisar o tempo na justiça do trabalho para cálculo das verbas tipo 13º salário, férias, aviso prévio e assim por diante... muito importante essa aula.;
Programa 01: Iniciando a caminhada nos cálculos trabalhistas;programa-01-iniciando-a-caminhada-nos-calculos-trabalhistas;;Interpretacao Do Tempo E Prescricao;2;1;Contagem de tempo no 13º salário, FGTS, INSS e IRPF;;https://player-vz-a94806ca-13a.tv.pandavideo.com.br/embed/?v=0ee72fc3-4a12-4f1b-8e34-66b59260e7a9;panda;Estudo da contagem de tempo no 13º salário, FGTS, INSS e IRPF. Preste bastante atenção!;
